item_id,meeting_id
f0607435-a601-4a06-85d4-63dd17ca3ec6,dfda7a32-ea7a-4ef5-b187-dd11853e230e
c6b49408-1158-495b-b69e-6137da9da1e7,dfda7a32-ea7a-4ef5-b187-dd11853e230e
0d47334d-7b3a-4b62-9ab6-7ff63fe49ebf,dfda7a32-ea7a-4ef5-b187-dd11853e230e
f804c38b-59f3-40c1-a9f3-c28c8b6078cc,dfda7a32-ea7a-4ef5-b187-dd11853e230e
400094ee-0e1f-432f-b1e4-ba41abdd516b,dfda7a32-ea7a-4ef5-b187-dd11853e230e
a9a3fed6-91dd-4885-9c0c-f4d9bad37ef1,dfda7a32-ea7a-4ef5-b187-dd11853e230e
2784c42c-760c-4d5a-9f45-2539604a8c6b,dfda7a32-ea7a-4ef5-b187-dd11853e230e
3c5a1fa5-2720-465a-b8ad-c8be74c5556a,dfda7a32-ea7a-4ef5-b187-dd11853e230e
e76d67a8-5f07-4e47-bbc5-29b1ed7ae7a0,dfda7a32-ea7a-4ef5-b187-dd11853e230e
b664cb20-7552-405e-957e-af7fec97f490,dfda7a32-ea7a-4ef5-b187-dd11853e230e
a0abe47b-9fe4-410a-827c-cbcc6cd1d639,dfda7a32-ea7a-4ef5-b187-dd11853e230e
905d1eb3-9629-4baa-b111-537989b0f098,dfda7a32-ea7a-4ef5-b187-dd11853e230e
d8b105d8-6f35-42c5-a862-f74d19e853f9,dfda7a32-ea7a-4ef5-b187-dd11853e230e
ca08e6cd-ae94-464e-af8a-adbdc1618e97,dfda7a32-ea7a-4ef5-b187-dd11853e230e
9f2b7b01-6c32-4e8a-8c47-05aa7ef98719,dfda7a32-ea7a-4ef5-b187-dd11853e230e
f06a5e59-1139-4e67-8ad5-e0c31088fd33,dfda7a32-ea7a-4ef5-b187-dd11853e230e
f59da308-563b-4750-a6c2-8a1296a49c7c,dfda7a32-ea7a-4ef5-b187-dd11853e230e
a8123f25-0203-4530-a8bc-8d956972bb07,dfda7a32-ea7a-4ef5-b187-dd11853e230e
8303c095-197d-4df2-9e36-c10e508593b2,dfda7a32-ea7a-4ef5-b187-dd11853e230e
f4b558d9-9eb2-4192-9566-aa4b08cefc6a,dfda7a32-ea7a-4ef5-b187-dd11853e230e
312aeaca-31cd-4359-8f39-30dcf624a27f,dfda7a32-ea7a-4ef5-b187-dd11853e230e
ab952b0c-6c64-43f6-8f25-40deafd2f5af,dfda7a32-ea7a-4ef5-b187-dd11853e230e
28a580e1-f401-4501-8098-e0cb2c6d246f,dfda7a32-ea7a-4ef5-b187-dd11853e230e
31689c16-fdba-4e74-9567-23a1755eeb73,dfda7a32-ea7a-4ef5-b187-dd11853e230e
27749e3f-a0e9-4807-8045-9cabe26da4d1,dfda7a32-ea7a-4ef5-b187-dd11853e230e
9b413152-81fb-4825-88c8-5419652ac0a8,dfda7a32-ea7a-4ef5-b187-dd11853e230e
a7df6d2d-dbcc-4ab2-9d62-4118ab4420b0,dfda7a32-ea7a-4ef5-b187-dd11853e230e
c3698db6-858c-4574-8708-bdd758ce15a5,dfda7a32-ea7a-4ef5-b187-dd11853e230e
fad00987-06b8-40f9-82a8-38e806800de4,dfda7a32-ea7a-4ef5-b187-dd11853e230e
c8148a01-0f93-451d-949a-fbdec6214465,dfda7a32-ea7a-4ef5-b187-dd11853e230e
d44c2724-6da8-4aa6-b7cb-ed8949459fc4,dfda7a32-ea7a-4ef5-b187-dd11853e230e
b8c1306c-281b-4f35-9b8c-821509400032,a50fe570-8c66-4316-9dd1-169991a11b76
95a55ae9-6b39-4608-8b9e-a7ad493656dd,a50fe570-8c66-4316-9dd1-169991a11b76
5e51a183-cf15-4af5-8005-656ce6598d4b,a50fe570-8c66-4316-9dd1-169991a11b76
dd309cec-acc9-4e76-b43d-c16450e2ce12,a50fe570-8c66-4316-9dd1-169991a11b76
015e2fd9-3b55-4ee4-a66f-0384cbc760b5,a50fe570-8c66-4316-9dd1-169991a11b76
ddc6e63c-5f38-49d1-a12a-b9451683b738,a50fe570-8c66-4316-9dd1-169991a11b76
71da1d59-ac17-41f2-9e4b-2e119d5d66d1,a50fe570-8c66-4316-9dd1-169991a11b76
7917c414-1a20-4c8d-9d72-ba312d45dbae,a50fe570-8c66-4316-9dd1-169991a11b76
a96419b7-45a2-4580-bd00-f542d0708e1f,a50fe570-8c66-4316-9dd1-169991a11b76
72d40ca2-43d3-45fa-b133-1167c73c60c9,a50fe570-8c66-4316-9dd1-169991a11b76
b74e8212-f741-4bff-a917-6a671b409dc6,a50fe570-8c66-4316-9dd1-169991a11b76
acb4e889-1fd7-40f5-9c6a-19033ab0e1d7,a50fe570-8c66-4316-9dd1-169991a11b76
9d77848e-043b-47c6-b36a-48d1b93a2b37,a50fe570-8c66-4316-9dd1-169991a11b76
9ad68f5a-4a7d-4eb7-b309-edb7610bf654,a50fe570-8c66-4316-9dd1-169991a11b76
2ebd3e92-bb72-4b13-9161-82bdc46d79d1,a50fe570-8c66-4316-9dd1-169991a11b76
33b9f4c7-d2c8-412d-a261-393edc8aca0f,a50fe570-8c66-4316-9dd1-169991a11b76
063804a6-b0cb-45db-9088-f7bb9073bd35,a50fe570-8c66-4316-9dd1-169991a11b76
36672dae-0e91-409a-b96b-1e464143704d,a50fe570-8c66-4316-9dd1-169991a11b76
e34ee5d3-79f1-4149-9696-54615225d3b9,a50fe570-8c66-4316-9dd1-169991a11b76
6b9ae96c-6252-4b47-8669-f659ef8d9953,a50fe570-8c66-4316-9dd1-169991a11b76
1ca902a5-03f8-4fd8-8e9f-6e999f642c85,a50fe570-8c66-4316-9dd1-169991a11b76
2bf14358-aa2c-4d21-b6ca-eb2b078feff5,a50fe570-8c66-4316-9dd1-169991a11b76
417766f0-08bb-4721-8a1f-da827a091d52,a50fe570-8c66-4316-9dd1-169991a11b76
00f5cd3c-77ad-4db1-9ed4-b7f176609596,a50fe570-8c66-4316-9dd1-169991a11b76
c8c2c45f-e4e9-47d9-9fcc-743d3d9e5617,a50fe570-8c66-4316-9dd1-169991a11b76
be6851b1-ffb3-4d5a-b195-eecc61b50973,a50fe570-8c66-4316-9dd1-169991a11b76
0c9796ff-494b-4250-b878-dce41b87bc3c,a50fe570-8c66-4316-9dd1-169991a11b76
48b6c1d0-c01e-43f0-bc1a-5b64c1950371,a50fe570-8c66-4316-9dd1-169991a11b76
33aa54d6-e0ad-4e50-8317-841e1a32859e,a50fe570-8c66-4316-9dd1-169991a11b76
96eb47da-de6e-478c-9b79-1facfbf69fe2,a50fe570-8c66-4316-9dd1-169991a11b76
6d3fc2c5-b686-4050-aa22-acacd9c059cb,a50fe570-8c66-4316-9dd1-169991a11b76
7881c9dd-26d0-4a28-85d2-c9e591c9be66,a50fe570-8c66-4316-9dd1-169991a11b76
f9314e71-0cc4-4e26-a908-ce400ef694b3,a50fe570-8c66-4316-9dd1-169991a11b76
f2b31d4a-cd42-489c-8e2a-601dd2c3857f,a50fe570-8c66-4316-9dd1-169991a11b76
03cdd1d9-efef-44e6-b5c1-ae54f94e2e54,a50fe570-8c66-4316-9dd1-169991a11b76
edd359ca-41c2-4542-9073-7ac2148e3499,a50fe570-8c66-4316-9dd1-169991a11b76
84a14dec-d477-4a87-b111-b488dd1bf75c,a50fe570-8c66-4316-9dd1-169991a11b76
98ffd174-3031-4449-be76-88727aaafc7c,a50fe570-8c66-4316-9dd1-169991a11b76
20433aae-e34e-4356-92b9-8186cbb98503,a50fe570-8c66-4316-9dd1-169991a11b76
86c167a5-e7f3-43aa-a48c-7170e12388f8,a50fe570-8c66-4316-9dd1-169991a11b76
e32e1884-c760-42d8-bddd-de90d2c037e9,a50fe570-8c66-4316-9dd1-169991a11b76
95fe81ae-29e6-4554-af7a-cf0e7b17585f,a50fe570-8c66-4316-9dd1-169991a11b76
3524f72b-9234-445c-868a-56ed70f64541,3ddd41f0-c1fa-4adb-97d9-72af75c51c89
15f4d3ff-4f4f-4a62-87b7-10b165d70cfe,3ddd41f0-c1fa-4adb-97d9-72af75c51c89
d9b5a2c4-c325-4255-ba85-694d2cf0c03b,3ddd41f0-c1fa-4adb-97d9-72af75c51c89
13c3b2ec-0238-4ff1-81f6-3d18dac9638a,3ddd41f0-c1fa-4adb-97d9-72af75c51c89
c23ff023-7b0e-4359-86ee-2f59a4e00f92,3ddd41f0-c1fa-4adb-97d9-72af75c51c89
0cde94a6-6077-4800-9221-80acd0a5c1df,1b616cdd-eb93-4905-90f3-259005cf7387
7508d535-6e06-4ac2-a3cd-d09af07d8d05,1b616cdd-eb93-4905-90f3-259005cf7387
cc0d8115-cd2d-48a9-b29e-60effe9f6cf5,1b616cdd-eb93-4905-90f3-259005cf7387
801e95e1-e58d-48ce-a3f8-00b96c55a2a8,1b616cdd-eb93-4905-90f3-259005cf7387
7a281adb-15f3-44ae-9548-d2990ac0f8ff,1b616cdd-eb93-4905-90f3-259005cf7387
df0ba544-d064-4686-9587-d539331b2ec1,24646a71-c963-4124-80e7-ae4a31a6bc2b
c04695de-0c78-4246-b762-2363f59c4b5c,24646a71-c963-4124-80e7-ae4a31a6bc2b
97d9b481-a40e-4d03-9287-a5b9cd9b9c53,24646a71-c963-4124-80e7-ae4a31a6bc2b
0d2a3a22-d8f1-4252-8dd7-f99d33887788,24646a71-c963-4124-80e7-ae4a31a6bc2b
2f20dd72-7844-45d8-84c0-0f475629b16e,24646a71-c963-4124-80e7-ae4a31a6bc2b
3fbf8a2a-3fb9-4299-ac6c-8c0f7111bee0,24646a71-c963-4124-80e7-ae4a31a6bc2b
f0d7535a-98cc-4fad-9ce9-cbcf564a7a64,69292ed9-89f4-4398-8e64-0323fe6643d6
f0ba2c10-26ce-4441-8541-0c63ab65215f,69292ed9-89f4-4398-8e64-0323fe6643d6
dae7f992-a782-4c04-ac58-62c5272318cc,cd09b705-0307-4213-b1be-e9cd4d4710e2
be31f268-86db-42f8-985e-45d4a1147887,cd09b705-0307-4213-b1be-e9cd4d4710e2
5dab871f-fd96-416f-ada3-0d17de8d9a9e,cd09b705-0307-4213-b1be-e9cd4d4710e2
5e2c4a72-4336-4715-a686-707e22dd9492,cd09b705-0307-4213-b1be-e9cd4d4710e2
fb1c5499-4071-4307-a2a4-14af130f9995,cd09b705-0307-4213-b1be-e9cd4d4710e2
bf3d9292-c437-4d79-839e-345a480a575a,cd09b705-0307-4213-b1be-e9cd4d4710e2
d894bb54-31dc-49db-93a5-353aab988f1d,cd09b705-0307-4213-b1be-e9cd4d4710e2
b3940241-c756-4e0a-86f4-2e24ac5c15b8,cd09b705-0307-4213-b1be-e9cd4d4710e2
2d075960-29e5-4fde-8fd9-f70689d6de38,cd09b705-0307-4213-b1be-e9cd4d4710e2
